taxon_id,taxon_name,class
NEONDREX458007,Oocystis submarina Lagerheim,Chlorophyceae
NEONDREX1705002,Ducellieria chodatii (Cucellier) Teiling,Chlorophyceae
NEONDREX64010,Stephanodiscus hantzschii Grunow,Bacillariophyceae
NEONDREX438008,Micrasterias sp.,Chlorophyceae
NEONDREX899005,Rhabdoderma sp.,Myxophyceae
NEONDREX557002,Tetrastrum sp.,Chlorophyceae
NEONDREX332002,Cylindrocystis brebissonii Meneghini,Chlorophyceae
NEONDREX341005,Desmidium sp.,Chlorophyceae
NEONDREX509001,Roya obtusa (Brébisson) W. West et G.S. West,Chlorophyceae
NEONDREX185021,Tryblionella calida (Grunow) Mann,Bacillariophyceae
NEONDREX327064,Cosmarium calcareum Wittrock,Chlorophyceae
NEONDREX327250,Cosmarium ligoniforme var. crassum Förster,NA
NEONDREX580010,Xanthidium tenuissimum (Archer) Turner,NA
SCEBIJ,Scenedesmus bijuga (Turpin) Lagerheim,Chlorophyceae
TRIPLOCERASSP,Triploceras sp.,Chlorophyceae
NEONDREX418001,Hyalotheca sp.,Chlorophyceae
CYSCOR,Cystodinium cornifax (A.J.Schilling) G.A.Klebs,Dinophyceae
NEONDREX920001,Tolypothrix sp.,Myxophyceae
NEONDREX875002,Merismopedia punctata Meyen,Myxophyceae
NEONDREX807004,Aphanocapsa delicatissima W. West et G.S. West,Myxophyceae
NEONDREX808008,Aphanothece clathrata W. West et G.S. West,Myxophyceae
RHAELE,Rhabdogloea elenkinii (Roll) Komárek & Anagnostidis,Myxophyceae
NEONDREX293002,Chaetosphaeridium sp.,Chlorophyceae
NEONDREX860008,Lyngbya sp.,Myxophyceae
NEONDREX912002,Symploca sp.,Myxophyceae
SPIROTAENIASP,Spirotaenia sp.,Chlorophyceae
NEONDREX1265004,Cryptomonas erosa Ehrenberg,Cryptophyceae
NEONDREX33012,Eunotia diodon Ehrenberg,Bacillariophyceae
NEONDREX341009,Desmidium aptogonum Brébisson,Chlorophyceae
NEONDREX467008,Pediastrum sp.,Chlorophyceae
PHALEN,Phacotus lenticularis (Ehrenberg) Diesing,Chlorophyceae
GLESP,Glenodinium sp.,Dinophyceae
NEONDREX1701001,Isthmochloron trispinatum (W. West et G.S. West) Skuja,Tribophyceae
NEONDREX458006,Oocystis parva W. West et G.S. West,Chlorophyceae
RHODOMONASSP,Rhodomonas sp.,Cryptophyceae
SYNPET,Synura petersenii Korshikov,Synurophyceae
CHLSP,Chlorochromonas sp.,Chrysophyceae
CRUREC,Crucigenia rectangularis (Nägeli) Gay,Chlorophyceae
DIDPLA,Didymocystis planktonica Korshikov,Chlorophyceae
NEONDREX67002,Tabellaria fenestrata (Lyngbye) Kützing,Bacillariophyceae
NEONDREX807011,Aphanocapsa incerta (Lemmermann) Cronberg et Komárek,Myxophyceae
NEONDREX448002,Nephrocytium agardhianum Nägeli,Chlorophyceae
NEONDREX458009,Oocystis lacustris Chodat,Chlorophyceae
SCEACU1,Scenedesmus acunae Comas,Chlorophyceae
ARTSP,Arthrodesmus sp.,Chlorophyceae
CALCAL,Calothrix calida P.Richter,Myxophyceae
MICJOH,Micrasterias johnsonii West & G.S.West,Chlorophyceae
NEONDREX855000,Johannesbaptistia pellucida (Dickie) Taylor et Drouet,Myxophyceae
NEONDREX875004,Merismopedia sp.,Myxophyceae
NEONDREX884002,Nodularia sp.,Myxophyceae
PLEMIN,Pleurotaenium minutum var. excavatum A.M.Scott & Prescott,Chlorophyceae
NEONDREX341013,Desmidium graciliceps (Nordstedt) Lagerheim,Chlorophyceae
NEONDREX67020,Tabellaria sp.,Bacillariophyceae
NEONDREX836001,Eucapsis sp.,Myxophyceae
RHATRA,Rhabdoderma transsylvanicum (Kol) Komárek & Anagnostidis,Myxophyceae
POLSPI,Polyedriopsis spinulosa (Schmidle) Schmidle,Chlorophyceae
COSDEP,Cosmarium depressum var. reniforme West & G.S. West,Chlorophyceae
DINDIL,Dinobryon dilatatum D.G. Hilliard,Chrysophyceae
MYXHIR,Myxobaktron hirudforme G.S. West,Myxophyceae
NEONDREX295005,Characium pringsheimii Braun,Chlorophyceae
NEONDREX820005,Chroococcus limneticus Lemmermann,Myxophyceae
PHASP,Phaeaster sp.,Chrysophyceae
NEONDREX448003,Nephrocytium sp.,Chlorophyceae
ISTLOB,Isthmochloron lobulatum (Nägeli) Skuja,Tribophyceae
DESGUI,Desmogonium guianense Ehrenberg,Bacillariophyceae
DESQUA,Desmodesmus quadricaudatus Turpin,Chlorophyceae
NEONDREX902002,Rhabdogloea sp.,Myxophyceae
SPOSP2,Spongomonas sp.,Imbricatea
ELAKATOTHRIXSP,Elakatothrix sp.,Chlorophyceae
EUTPOL,Eutetramorus polycoccus (Korshikov) Komárek,Chlorophyceae
LINDAVIASP,Lindavia sp.,Bacillariophyceae
NEONDREX2506003,Discostella stelligera (Cleve et Grunow) Houk et Klee,Bacillariophyceae
PLATAL,Planktolyngbya tallingii Komárek & H. Kling,Myxophyceae
PSEVOR,Pseudanabaena voronichinii Anagnostidis,Myxophyceae
MICICH,Microcystis ichthyoblabe (G. Kunze) Kützing,Myxophyceae
NEONDREX341010,Desmidium coarctatum Nordstedt,Chlorophyceae
NEONDREX438030,Micrasterias foliacea Bailey ex Ralfs,NA
NEONDREX861002,Jaaginema sp.,Myxophyceae
NEONDREX538122,Staurastrum arachne Ralfs et Ralfs,Chlorophyceae
NEONDREX808007,Aphanothece stagnina (Sprengel) Braun,Myxophyceae
OOCGLO,Oocystis gloeocystiformis Borge,Chlorophyceae
NAVAGR,Navicula agrestis Hustedt,Bacillariophyceae
NEONDREX155031,Planothidium haynaldii (Schaarschmidt) Lange-Bertalot,Bacillariophyceae
NEONDREX212002,Chamaepinnularia bremensis (Hustedt) Lange-Bertalot,Bacillariophyceae
NEONDREX35011,Frustulia vulgaris (Thwaites) De Toni,Bacillariophyceae
NEONDREX36010,Gomphoneis minuta (Stone) Kociolek et Stoermer,Bacillariophyceae
NEONDREX37362,Gomphonema insigniforme Reichardt,NA
NEONDREX10015,Aulacoseira subarctica (Müller) Haworth,Bacillariophyceae
NEONDREX115016,Fallacia lenzii (Hustedt) Lange-Bertalot,Bacillariophyceae
NEONDREX46893,Navicula antonii Lange-Bertalot,Bacillariophyceae
NEONDREX48145,Nitzschia filiformis (Smith) Van Heurck,Bacillariophyceae
NEONDREX197002,Diadesmis contenta (Grunow ex Van Heurck) Mann,Bacillariophyceae
NEONDREX209013,"Gomphosphenia praegnans Ress, Thomas et Kociolek",Bacillariophyceae
NEONDREX209014,Gomphosphenia americana Kociolek et Thomas,Bacillariophyceae
NEONDREX37513,Gomphonema caperatum Ponader et Potapova,Bacillariophyceae
NEONDREX46538,Navicula perminuta Grunow,Bacillariophyceae
NEONDREX46646,Navicula caterva Hohn et Hellerman,Bacillariophyceae
NEONDREX33169,Eunotia muscicola var. tridentula Nörpel et Lange-Bertalot,Bacillariophyceae
NEONDREX125009,Karayevia suchlandtii (Hustedt) Bukhtiyarova,Bacillariophyceae
NEONDREX170033,Sellaphora hustedtii (Krasske) Lange-Bertalot et Werum,Bacillariophyceae
NEONDREX46896,Navicula rostellata Kützing,Bacillariophyceae
NEONDREX9098002,Halamphora acutiuscula (Kützing) Levkov,Bacillariophyceae
NEONDREX46154,Navicula rhynchocephala Kützing,Bacillariophyceae
NEONDREX46387,Navicula reinhardtii (Grunow) Grunow,Bacillariophyceae
NEONDREX10028,Aulacoseira alpigena (Grunow) Krammer,Bacillariophyceae
NEONDREX37055,Gomphonema productum (Grunow) Lange-Bertalot et Reichardt,Bacillariophyceae
NEONDREX46356,Navicula hambergii Hustedt,Bacillariophyceae
NEONDREX46647,Navicula constans Hustedt,Bacillariophyceae
NEONDREX194007,Placoneis explanata (Hustedt) Mayama,Bacillariophyceae
NEONDREX46663,Navicula exilis Kützing,Bacillariophyceae
NEONDREX48604,Nitzschia kurzeana Rabenhorst,Bacillariophyceae
NEONDREX197005,Diadesmis perpusilla (Grunow) Mann,Bacillariophyceae
NEONDREX59001,Simonsenia delognei (Grunow) Lange-Bertalot,Bacillariophyceae
NEONDREX185002,Tryblionella debilis Arnott ex OMeara,Bacillariophyceae
NEONDREX48174,Nitzschia reversa Smith,Bacillariophyceae
NEONDREX125002,Karayevia laterostrata (Hustedt) Bukhtiyarova,Bacillariophyceae
NEONDREX316018,Closterium ehrenbergii Meneghini,Chlorophyceae
NEONDREX195010,Cavinula variostriata (Krasske) Mann,Bacillariophyceae
NEONDREX46066,Navicula schmassmannii Hustedt,Bacillariophyceae
NEONDREX10008,Aulacoseira ambigua (Grunow) Simonsen,Bacillariophyceae
NEONDREX48399,Nitzschia pseudofonticola Hustedt,Bacillariophyceae
NEONDREX208002,Puncticulata radiosa (Lemmermann) Håkansson,Bacillariophyceae
NEONDREX52049,Pinnularia obscura Krasske,Bacillariophyceae
NEONDREX62040,Stauroneis thermicola (Petersen) Lund,Bacillariophyceae
NEONDREX66016,Synedra rumpens Kützing,Bacillariophyceae
AUDSP,Audouinella sp.,Florideophyceae
EUNTRI,Eunotia tridentula Ehrenberg,Bacillariophyceae
NEONDREX209012,Gomphosphenia sp.,Bacillariophyceae
NEONDREX27003,Diatoma hyemalis (Lyngbye) Heiberg,Bacillariophyceae
NEONDREX48137,Nitzschia clausii Hantzsch,Bacillariophyceae
NEONDREX1026,Achnanthidium exiguum var. heterovalvum (Krasske) Czarnecki,Bacillariophyceae
NEONDREX213014,"Hippodonta pumila Lange-Bertalot, G. Hofmann et Metzeltin",Bacillariophyceae
NEONDREX33019,Eunotia flexuosa (Brébisson ex Kutzing) Kützing,Bacillariophyceae
NEONDREX824002,Coelosphaerium sp.,Myxophyceae
NEONDREX820007,Chroococcus turgidus (Kützing) Nägeli,Myxophyceae
NEONDREX46167,Navicula aurora Sovereign,Bacillariophyceae
NEONDREX46408,Navicula viridula (Kützing) Kützing,Bacillariophyceae
NEONDREX23092,Cymbella lanceolata (Agardh) Agardh,Bacillariophyceae
NEONDREX203031,Encyonopsis sp.,Bacillariophyceae
NEONDREX47309,Navicymbula pusilla (Grunow) Krammer,NA
ENCMIN,Encyonema minuta Hilse,Bacillariophyceae
NEONDREX110014,Encyonema reichardtii (Krammer) Mann,Bacillariophyceae
NEONDREX203001,Encyonopsis cesatii (Rabenhorst) Krammer,Bacillariophyceae
NEONDREX37096,Gomphonema pumilum (Grunow) Reichardt et Lange-Bertalot,Bacillariophyceae
NEONDREX39001,Hannaea arcus (Ehrenberg) Patrick,Bacillariophyceae
NEONDREX130006,Luticola goeppertiana (Bleisch) Mann,Bacillariophyceae
NEONDREX210006,Geissleria paludosa (Hustedt) Lange-Bertalot et Metzeltin,Bacillariophyceae
NEONDREX46660,Navicula wildii Lange-Bertalot,Bacillariophyceae
NAVMET,Navicula metareichardtiana Lange-Bertalot & Kusber,Bacillariophyceae
NEONDREX32016,Epithemia turgida var. westermannii (Ehrenberg) Grunow,Bacillariophyceae
NEONDREX36002,Gomphoneis eriense var. variabilis Kociolek et Stoermer,Bacillariophyceae
NEONDREX55004,"Reimeria uniseriata Sala, Guerrero et Ferrario",Bacillariophyceae
NEONDREX92006,Nupela lapidosa (Krasske) Lange-Bertalot,Bacillariophyceae
NEONDREX36018,Gomphoneis geitleri Kociolek et Stoermer,Bacillariophyceae
NEONDREX316022,Closterium littorale Gay,Chlorophyceae
NEONDREX46104,Navicula tripunctata (Müller) Bory,Bacillariophyceae
NEONDREX110011,Encyonema muelleri (Hustedt) Mann,Bacillariophyceae
NEONDREX214002,"Parlibellus protracta (Grunow) Witkowski, Lange-Bertalot et Metzeltin",Bacillariophyceae
NEONDREX28001,Diatomella balfouriana Greville,Bacillariophyceae
NEONDREX155021,Planothidium dubium (Grunow) Round et Bukhtiyarova,Bacillariophyceae
NEONDREX23078,Cymbella mexicana (Ehrenberg) Cleve,Bacillariophyceae
NEONDREX34104,Fragilaria famelica (Kützing) Lange-Bertalot,Bacillariophyceae
AUDHER,Audouinella hermannii (Roth) Duby,Florideophyceae
HYDRURUSSPP,Hydrurus spp.,Chrysophyceae
MERIDIONSPP,Meridion spp.,Bacillariophyceae
NEONDREX204004,"Adlafia suchlandtii (Hustedt) Moser, Lange-Bertalot et Metzeltin",Bacillariophyceae
NEONDREX37195,Gomphonema pygmaeum Kociolek et Stoermer,Bacillariophyceae
RHOICOSPHENIASPP,Rhoicosphenia spp.,Bacillariophyceae
CHAMAESIPHONSPP,Chamaesiphon spp.,Myxophyceae
ENCYEL,Encyonema yellowstonianum Krammer,Bacillariophyceae
GOMPHONEISSPP,Gomphoneis spp.,Bacillariophyceae
NEONDREX1125001,Hydrurus foetidus (Villars) Trevisan,Chrysophyceae
NEONDREX204014,Adlafia sp.,Bacillariophyceae
NEONDREX37192,Gomphonema stoermeri (Schmidt) Kociolek et Kingston,Bacillariophyceae
STIGEOCLONIUMSPP,Stigeoclonium spp.,Chlorophyceae
NEONDREX9215005,Lindavia ocellata (Pantocsek) T.Nakov et al.,NA
NEONDREX211003,Mayamaea atomus (Kützing) Lange-Bertalot,Bacillariophyceae
NEONDREX170155,Sellaphora elorantana (Lange-Bertalot) Wetzel,NA
NEONDREX62148,Stauroneis sp.,Bacillariophyceae
RHOCAL,Rhoicosphenia californica Thomas & Kociolek,Bacillariophyceae
TABELLARIASPP,Tabellaria spp.,Bacillariophyceae
NEONDREX130049,Luticola sp.,Bacillariophyceae
NEONDREX192024,Fragilariforma nitzschioides (Grunow) Lange-Bertalot,NA
GOMGEI,"Gomphosinica geitleri (Kociolek & Stoermer) Kociolek, You & Wang",Bacillariophyceae
NEONDREX16034,Cocconeis placentula var. klinoraphis Geitler,Bacillariophyceae
NEONDREX1699,Gomphonema amerhombicum Reichardt,NA
NEONDREX212030,Chamaepinnularia hassiaca (Krasske) Cantonati et Lange-Bertalot,Bacillariophyceae
NEONDREX34155,Fragilaria capucina var. perminuta (Grunow) Lange-Bertalot,Bacillariophyceae
ENCCES,Encyonema cespitosum Kützing,Bacillariophyceae
NEONDREX245003,Ulnaria contracta (Østrup) Morales et Vis,Bacillariophyceae
STICHOSIPHONSP,Stichosiphon sp.,Myxophyceae
CYASP4,Cyanobium sp.,Myxophyceae
NEONDREX30012,Diploneis boldtiana Cleve,Bacillariophyceae
NEONDREX66060,Synedra ulna var. ramesi (Héribaud) Hustedt,Bacillariophyceae
NEONDREX92020,Nupela fennica (Hustedt) Lange-Bertalot,Bacillariophyceae
NEONDREX48020,Nitzschia heufleriana Grunow,Bacillariophyceae
PLAAMP,"Planothidium amphibium C.E.Wetzel, L.Ector & L.Pfister",Bacillariophyceae
NEONDREX16031,Cocconeis pseudolineata (Geitler) Lange-Bertalot,Bacillariophyceae
NEONDREX52027,Pinnularia divergentissima (Grunow) Cleve,Bacillariophyceae
CYMBELLONIGSPP,Cymbellonitzschia spp.,Bacillariophyceae
NEONDREX10018,Aulacoseira granulata (Ehrenberg) Simonsen,Bacillariophyceae
NEONDREX212036,"Chamaepinnularia muscicola (Petersen) Kulikovskiy, Lange-Bertalot & Witkowski",Bacillariophyceae
NITOLI,Nitzschia oligotraphenta (Lange-Bertalot) Lange-Bertalot,Bacillariophyceae
NEONDREX48658,Nitzschia minuta Bleisch,Bacillariophyceae
NEONDREX47001,Neidium affine (Ehrenberg) Pfitzer,Bacillariophyceae
NEONDREX9193039,"Humidophila perpusilla (Grunow) Lowe, Kociolek, Johansen, Van de Vijver, Lange-Bertalot et Kopalová",NA
CLOSTERIUMSPP,Closterium spp.,Chlorophyceae
NEONDREX110094,Encyonema lange-bertalotii Krammer,NA
NEONDREX170010,Sellaphora disjuncta (Hustedt) Mann,Bacillariophyceae
NEONDREX194091,Placoneis ignorata (Schimanski) Lange-Bertalot,NA
NEONDREX36001,Gomphoneis eriense (Grunow) Skvortzow et Meyer,Bacillariophyceae
NEONDREX36003,Gomphoneis herculeana (Ehrenberg) Cleve,Bacillariophyceae
NEONDREX36024,Gomphoneis sp.,Bacillariophyceae
HANNAEASPP,Hannaea spp.,Bacillariophyceae
HUMBRE,"Humidophila brekkaensis (Petersen) Lowe, Kociolek, Johansen, Van de Vijver, Lange-Bertalot & Kopalová",NA
HUMGAL,"Humidophila gallica (W.Smith) Lowe, Kociolek, Q.You, Q.Wang & Stepanek",Bacillariophyceae
MELOSIRASPP,Melosira spp.,Bacillariophyceae
NEONDREX175007,Staurosirella leptostauron var. dubia (Grunow) Edlund,Bacillariophyceae
NEONDREX37133,Gomphonema freesei Lowe et Kociolek,Bacillariophyceae
NEONDREX46859,Navicula lanceolata (Agardh) Kützing,Bacillariophyceae
STAPAR,Stauroneis parathermicola Lange-Bertalot,Bacillariophyceae
NEONDREX197022,Diadesmis sp.,Bacillariophyceae
NEONDREX46166,Navicula pseudoventralis Hustedt,Bacillariophyceae
BACILLARIASP,Bacillaria sp.,Bacillariophyceae
GOMPSE,Gomphonema pseudobohemicum Lange-Bertalot & E.Reichardt,Bacillariophyceae
HANLIN,Hannaea linearis (Holmboe) Álvarez-Blanco & S.Blanco,Bacillariophyceae
OEDOGONIUMSPP,Oedogonium spp.,Chlorophyceae
CALOTHRIXSPP,Calothrix spp.,Myxophyceae
NEONDREX16025,Cocconeis neothumensis Krammer,Bacillariophyceae
NEONDREX48349,Nitzschia tubicola Grunow,Bacillariophyceae
NITVER,Nitzschia vermicularoides Lange-Bertalot,Bacillariophyceae
NEONDREX1038,Achnanthidium deflexum (Reimer) Kingston,Bacillariophyceae
NEONDREX175031,Staurosirella martyi (Héribaud) Morales et Manoylov,Bacillariophyceae
NEONDREX185039,Tryblionella compressa (Bailey) Poulin,Bacillariophyceae
NEONDREX48229,Nitzschia angustatula Lange-Bertalot,Bacillariophyceae
NEONDREX110013,Encyonema prostratum (Berkeley) Ralfs,Bacillariophyceae
NEONDREX115007,Fallacia subhamulata (Grunow) Mann,Bacillariophyceae
NEONDREX115008,Fallacia tenera (Hustedt) Mann,Bacillariophyceae
NEONDREX185023,Tryblionella apiculata Gregory,Bacillariophyceae
NEONDREX30005,Diploneis oculata (Brébisson) Cleve,Bacillariophyceae
NEONDREX46865,Navicula parabilis Hohn et Hellerman,Bacillariophyceae
NEONDREX48133,Nitzschia biacrula Hohn et Hellerman,Bacillariophyceae
NEONDREX1023,Achnanthidium pyrenaicum (Hustedt) Kobayashi,Bacillariophyceae
NEONDREX194002,Placoneis pseudanglica Cox,Bacillariophyceae
NEONDREX203002,Encyonopsis microcephala (Grunow) Krammer,Bacillariophyceae
NEONDREX46616,Navicula germainii Wallace,Bacillariophyceae
NEONDREX21003,Craticula accomoda (Hustedt) Mann,Bacillariophyceae
NEONDREX115025,Fallacia maceria (Schimanski) Lange-Bertalot,Bacillariophyceae
NEONDREX209003,Gomphosphenia lingulatiformis (Lange-Bertalot et Reichardt) Lange-Bertalot,Bacillariophyceae
NEONDREX37163,Gomphonema mexicanum Grunow,Bacillariophyceae
NEONDREX38005,Gyrosigma attenuatum (Kützing) Rabenhorst,Bacillariophyceae
NEONDREX46153,Navicula pseudolanceolata Lange-Bertalot,Bacillariophyceae
NEONDREX47078,Neidium binodis (Ehrenberg) Hustedt,Bacillariophyceae
NEONDREX16017,Cocconeis pseudothumensis Reichardt,Bacillariophyceae
NEONDREX48351,Nitzschia pellucida Grunow,Bacillariophyceae
NEONDREX155006,Planothidium biporomum (Hohn et Hellerman) Lange-Bertalot,Bacillariophyceae
NEONDREX185026,Tryblionella levidensis Smith,Bacillariophyceae
NEONDREX213008,"Hippodonta neglecta Lange-Bertalot, Metzeltin et Witkowski",Bacillariophyceae
NEONDREX23811,Cymbella neocistula Krammer,Bacillariophyceae
NEONDREX30003,Diploneis marginestriata Hustedt,Bacillariophyceae
NEONDREX37161,Gomphonema pseudoaugur Lange-Bertalot,Bacillariophyceae
NEONDREX37183,Gomphonema lingulatiforme Lange-Bertalot et Reichardt,Bacillariophyceae
NEONDREX46400,Navicula symmetrica Patrick,Bacillariophyceae
NEONDREX65020,Surirella tenera Gregory,Bacillariophyceae
NEONDREX99010,Achnanthidium druartii Rimet and Couté,Bacillariophyceae
STAUROPHORASP,Staurophora sp.,Bacillariophyceae
NEONDREX218001,Fistulifera pelliculosa (Brébisson) Lange-Bertalot,Bacillariophyceae
NEONDREX321003,Coelastrum sp.,Chlorophyceae
NEONDREX321008,Coelastrum astroideum DeNotaris,Chlorophyceae
NEONDREX46494,Navicula absoluta Hustedt,Bacillariophyceae
NEONDREX48352,Nitzschia amphibia f. frauenfeldii (Grunow) Lange-Bertalot,Bacillariophyceae
NEONDREX510008,Scenedesmus arcuatus Lemmermann,Chlorophyceae
NEONDREX170048,Sellaphora stroemii (Hustedt) Kobayasi,Bacillariophyceae
NEONDREX21012,Craticula citrus (Krasske) Reichardt,Bacillariophyceae
NEONDREX48264,Nitzschia siliqua Archibald,Bacillariophyceae
NEONDREX65092,Surirella splendida (Ehrenberg) Kützing,Bacillariophyceae
NEONDREX2132,Achnanthes subhudsonis var. kraeuselii (Cholnoky) Cholnoky,Bacillariophyceae
NEONDREX64022,Stephanodiscus medius Håkansson,Bacillariophyceae
NEONDREX510009,Scenedesmus denticulatus Kirchner,Chlorophyceae
NEONDREX1032,Achnanthidium latecephalum Kobayashi,Bacillariophyceae
NEONDREX1134,Cocconeis disculoides Hustedt,Bacillariophyceae
NEONDREX12056,Caloneis westii (Smith) Hendey,Bacillariophyceae
NEONDREX20001,Cyclotella atomus Hustedt,Bacillariophyceae
NEONDREX20085,Cyclotella tripartita Håkansson,Bacillariophyceae
NEONDREX21014,Craticula minusculoides (Hustedt) Lange-Bertalot,Bacillariophyceae
NEONDREX34273,"Fragilaria pararumpens Lange-Bertalot, G. Hofmann & Werum",Bacillariophyceae
NEONDREX38006,Gyrosigma obscurum (Smith) Griffith et Henfrey,Bacillariophyceae
NEONDREX47181,Cymbopleura rhomboidea Krammer,Bacillariophyceae
NEONDREX48146,Nitzschia frequens Hustedt,Bacillariophyceae
NEONDREX54003,Pleurosigma salinarum (Grunow) Grunow,Bacillariophyceae
NEONDREX70008,Thalassiosira weissflogii (Grunow) Fryxell et Hasle,Bacillariophyceae
NEONDREX95001,Paralia sulcata (Ehrenberg) Cleve,Bacillariophyceae
NEONDREX1063,Achnanthidium minutissimum var. gracillima (Meister) Bukhtiyarova,Bacillariophyceae
NEONDREX1030,Achnanthidium catenatum (Bily et Marvan) Lange-Bertalot,Bacillariophyceae
NEONDREX115023,Fallacia sublucidula (Hustedt) Mann,Bacillariophyceae
NEONDREX23074,Cymbella hustedtii Krasske,Bacillariophyceae
NEONDREX316021,Closterium libellula Focke,Chlorophyceae
NEONDREX327087,Cosmarium undulatum var. minutum Wittrock,Chlorophyceae
NEONDREX48272,Nitzschia desertorum Hustedt,Bacillariophyceae
NEONDREX37193,Gomphonema patricki Kociolek et Stoermer,Bacillariophyceae
NEONDREX1037,"Achnanthidium atomus (Hustedt) Monnier, Lange-Bertalot et Ector",Bacillariophyceae
NEONDREX170012,Sellaphora mutata (Krasske) Lange-Bertalot,Bacillariophyceae
NEONDREX170144,Sellaphora meridionalis Potapova et Ponader,Bacillariophyceae
NEONDREX197001,Diadesmis confervacea Kützing,Bacillariophyceae
NEONDREX2122,Achnanthes brevipes Agardh,Bacillariophyceae
NEONDREX48250,Nitzschia compressa var. vexans (Grunow) Lange-Bertalot,Bacillariophyceae
NEONDREX62010,Stauroneis livingstonii Reimer,Bacillariophyceae
NEONDREX93563,Navicula elsoniana Patrick et Freese,Bacillariophyceae
NEONDREX99011,Achnanthidium gracillimum Meister,Bacillariophyceae
NEONDREX1012,Achnanthidium altergracillima (Lange-Bertalot) Round et Bukhtiyarova,Bacillariophyceae
NEONDREX170152,Sellaphora schadei (Krasske) C.E. Wetzel et. al.,NA
NEONDREX65055,Surirella suecica Grunow,Bacillariophyceae
NEONDREX204007,Adlafia multnomahii Morales et M. Le,Bacillariophyceae
NEONDREX7175,Amphora bicapitata Hohn et Hellerman,Bacillariophyceae
NEONDREX19002,"Cyclostephanos invisitatus (Hohn et Hellerman) Theriot, Stoermer et Håkansson",Bacillariophyceae
NEONDREX2508011,Platessa bahlsii Potapova,Bacillariophyceae
NEONDREX66042,Synedra acus Kützing,Bacillariophyceae
NEONDREX203008,Encyonopsis subminuta Krammer et Reichardt,Bacillariophyceae
NEONDREX9188005,"Pseudofallacia tenera (Hustedt) Liu, Kociolek et Wang",NA
NEONDREX9215004,Lindavia rossii (Håkansson) T. Nakov et al.,NA
NEONDREX48034,Nitzschia subtilis (Kützing) Grunow,Bacillariophyceae
NEONDREX893000,Pleurocapsa sp.,Myxophyceae
NEONDREX22005,Cymatopleura solea var. apiculata (Smith) Ralfs,Bacillariophyceae
NEONDREX194012,Placoneis paraelginensis Lange-Bertalot,Bacillariophyceae
NEONDREX37519,"Gomphonema pelisteriense Levkov, Mitic-Kopanja & E.Reichardt",NA
NEONDREX93453,Navicula viridulacalcis subsp. neomundana Lange-Bertalot et Rumrich,NA
HALVAR,Halamphora vardarensis Levkov,Bacillariophyceae
SELSUB,Sellaphora subseminulum (Hustedt) C.E. Wetzel,Bacillariophyceae
SYNEDRASPP,Synedra spp.,Bacillariophyceae
AULACOSEIRFSPP,Aulacoseiraceae spp.,Bacillariophyceae
FISTULIFERASP,Fistulifera sp.,Bacillariophyceae
NAVHEI,Navicula heimansioides Lange-Bertalot,Bacillariophyceae
NEONDREX170046,Sellaphora joubaudii (Germain) Aboal,Bacillariophyceae
NEONDREX2508007,Platessa sp.,Bacillariophyceae
SYNURASPP,Synura spp.,Synurophyceae
NEONDREX46362,Navicula ingenua Hustedt,Bacillariophyceae
NEONDREX92032,Nupela sp.,Bacillariophyceae
CLADOPHORASPP,Cladophora spp.,Chlorophyceae
NAVTEX,Navicula texana R.M.Patrick,Bacillariophyceae
STINAN,Stigeoclonium nanum (Dillwyn) Kützing,Chlorophyceae
NEONDREX211018,Mayamaea cahabaensis Morales et Manoylov,Bacillariophyceae
NEONDREX1056,Achnanthidium duthii (Sreenivasa) Edlund,Bacillariophyceae
NEONDREX110067,"Encyonema leibleinii (Agardh) W. Silva, Jahn, Ludwig et Menezes",NA
NEONDREX21010,Craticula ambigua (Ehrenberg) Mann,Bacillariophyceae
NEONDREX48178,Nitzschia sinuata var. tabellaria (Grunow) Grunow,Bacillariophyceae
NEONDREX48393,Nitzschia wuellerstorffii Lange-Bertalot,Bacillariophyceae
CHROOCOCCUSSPP,Chroococcus spp.,Myxophyceae
LYNGBYASPP,Lyngbya spp.,Myxophyceae
NEONDREX46306,Navicula schroeteri Meister,Bacillariophyceae
NEONDREX46665,Navicula lundii Reichardt,Bacillariophyceae
NEONDREX48192,Nitzschia lanceolata Smith,Bacillariophyceae
NEONDREX888020,Oscillatoria curviceps Agardh,Myxophyceae
PSAMIC,Psammothidium microscopicum (Cholnoky) S.Blanco,Bacillariophyceae
CYMAFF,Cymbella affiniformis Krammer,Bacillariophyceae
NEONDREX37346,Gomphonema turgidum Ehrenberg,Bacillariophyceae
RHODOPHYTASP,Rhodophyta sp.,NA
NEONDREX110091,Encyonema ventricosum (C. A. Agardh) Grunow,Bacillariophyceae
NEONDREX30009,Diploneis ovalis (Hilse) Cleve,Bacillariophyceae
NEONDREX37031,Gomphonema ventricosum Gregory,Bacillariophyceae
NEONDREX65058,Surirella iowensis Lowe,Bacillariophyceae
CYMBOPLEURASPP,Cymbopleura spp.,Bacillariophyceae
NEONDREX9098010,Halamphora submontana (Hustedt) Levkov,Bacillariophyceae
GYROSIGMASPP,Gyrosigma spp.,Bacillariophyceae
NEONDREX115003,Fallacia cryptolyra (Brockmann) Stickle et Mann,Bacillariophyceae
NEONDREX35041,Frustulia neomundana Lange-Bertalot et Rumrich,Bacillariophyceae
PLACON,Placoneis constans (Hustedt) E.J.Cox,Bacillariophyceae
