taxon_id,taxon_name,class
NEONDREX204017,Adlafia drouetiana (Patrick) Metzeltin et Lange-Bertalot,Bacillariophyceae
NEONDREX309001,Cladophora sp.,Chlorophyceae
NEONDREX65069,Surirella amphioxys Smith,Bacillariophyceae
NEONDREX21007,Craticula submolesta (Hustedt) Lange-Bertalot,Bacillariophyceae
NEONDREX46895,Navicula viridulacalcis Lange-Bertalot,Bacillariophyceae
NEONDREX19001,"Cyclostephanos tholiformis Stoermer, Håkansson et Theriot",Bacillariophyceae
NEONDREX34271,Fragilaria pectinalis (O.F. Müller) Lyngbye,Bacillariophyceae
NEONDREX43006,Mastogloia elliptica (Agardh) Cleve,Bacillariophyceae
NEONDREX64003,Stephanodiscus parvus Stoermer et Håkansson,Bacillariophyceae
NEONDREX64018,Stephanodiscus minutulus (Kützing) Cleve et Möller,Bacillariophyceae
NEONDREX70007,Thalassiosira pseudonana Hasle et Heimdal,Bacillariophyceae
NEONDREX70031,Thalassiosira lacustris (Grunow) Hasle,Bacillariophyceae
NEONDREX76001,Bacillaria paradoxa Gmelin,Bacillariophyceae
NEONDREX16010,Cocconeis fluviatilis Wallace,Bacillariophyceae
NEONDREX187001,Eucocconeis flexella (Kützing) Cleve,Bacillariophyceae
NEONDREX46507,Navicula longicephala Hustedt,Bacillariophyceae
NEONDREX66107,Synedra monodi Guermeur,Bacillariophyceae
NEONDREX9049001,Seminavis strigosa (Hustedt) Danielidis et Economou-Amilli,Bacillariophyceae
NEONDREX170066,Sellaphora pulchra Enache et Potapova,Bacillariophyceae
NEONDREX23201,Cymbella neoleptoceros Krammer,Bacillariophyceae
NEONDREX110018,Encyonema auerswaldii Rabenhorst,Bacillariophyceae
NEONDREX115011,Fallacia insociabilis (Krasske) Mann,Bacillariophyceae
NEONDREX14001,Capartogramma crucicula (Grunow ex Cleve) Ross,Bacillariophyceae
NEONDREX20063,Cyclotella distinguenda Hustedt,Bacillariophyceae
NEONDREX44260,Nitzschia lanceola var. minutula Grunow,Bacillariophyceae
NEONDREX48197,Nitzschia brevissima Grunow ex Van Heurck,Bacillariophyceae
NEONDREX48422,Nitzschia gessneri Hustedt,Bacillariophyceae
NEONDREX60002,Skeletonema potamos (Weber) Hasle,Bacillariophyceae
NEONDREX64027,Stephanodiscus agassizensis Håkansson et Kling,Bacillariophyceae
NEONDREX35037,Frustulia erifuga Lange-Bertalot et Krammer,Bacillariophyceae
NEONDREX38020,Gyrosigma sciotoense (Sullivant) Cleve,Bacillariophyceae
NEONDREX37518,Gomphonema louisianarum Kalinsky,Bacillariophyceae
NEONDREX424001,Kirchneriella lunaris (Kirchner) K. Möbius,Chlorophyceae
NEONDREX48163,Nitzschia obtusa Smith,Bacillariophyceae
NEONDREX48248,Nitzschia fonticola var. pelagica Hustedt,Bacillariophyceae
NEONDREX18046,Brachysira ocalanensis Shayler et Siver,Bacillariophyceae
NEONDREX210012,Geissleria lateropunctata (Wallace) Potapova et Winter,Bacillariophyceae
NEONDREX216002,Microcostatus krasskei (Hustedt) Johansen et Sray,Bacillariophyceae
NEONDREX52816,"Pinnularia saprophila Lange-Bertalot, Kobayasi et Krammer",Bacillariophyceae
NEONDREX93566,Navicula cascadensis Sovereign,Bacillariophyceae
NEONDREX1706001,Glaucospira sp.,Myxophyceae
NEONDREX155035,Planothidium stewartii (Patrick) Lange-Bertalot,Bacillariophyceae
NEONDREX33412,Eunotia metamonodon Lange-Bertalot,Bacillariophyceae
NEONDREX46544,Navicula hanseatica Lange-Bertalot et Stachura,Bacillariophyceae
NEONDREX65805,Surirella helvetica Brun,Bacillariophyceae
NEONDREX16009,Cocconeis disculus (Schumann) Cleve,Bacillariophyceae
NEONDREX170139,Sellaphora pseudopupula (Krasske) Lange-Bertalot,Bacillariophyceae
NEONDREX212001,Chamaepinnularia begeri (Krasske) Lange-Bertalot,Bacillariophyceae
NEONDREX248011,Naviculadicta geisslerae (Jahn) Jahn,Bacillariophyceae
NEONDREX48173,Nitzschia pura Hustedt,Bacillariophyceae
NEONDREX194045,Placoneis minor (Grunow) Lange-Bertalot,Bacillariophyceae
NEONDREX34209,Fragilaria amphicephala (Kützing) Lange-Bertalot,Bacillariophyceae
NEONDREX65100,Surirella roba Leclercq,Bacillariophyceae
NEONDREX74001,Orthoseira roeseana (Rabenhorst) OMeara,Bacillariophyceae
NEONDREX46350,Navicula genovefae Fusey,Bacillariophyceae
NEONDREX9098029,Halamphora cymbifera (Gregory) Levkov,Bacillariophyceae
NEONDREX48138,Nitzschia closterium (Ehrenberg) Smith,Bacillariophyceae
NEONDREX48662,Nitzschia hadriatica Lange-Bertalot,Bacillariophyceae
NEONDREX1334000,Ceratium hirundinella (Möller) Dujardin,Dinophyceae
NEONDREX64036,Stephanodiscus binderanus (Kützing) Krieger,Bacillariophyceae
NEONDREX2506007,"Discostella asterocostata (Lin, Xie et Cai) Houk et Klee",Bacillariophyceae
NEONDREX185007,Tryblionella salinarum (Grunow) Pelletan,Bacillariophyceae
NEONDREX185009,Tryblionella sp.,Bacillariophyceae
NEONDREX2506004,Discostella stelligeroides (Hustedt) Houk et Klee,Bacillariophyceae
NEONDREX853001,Hydrocoleum sp.,NA
NEONDREX92013,"Nupela neglecta Ponader, Lowe et Potapova",Bacillariophyceae
NEONDREX97001,Cymbellopsis apiculata Krammer,Bacillariophyceae
NEONDREX214001,"Parlibellus crucicula (Smith) Witkowski, Lange-Bertalot et Metzeltin",Bacillariophyceae
NEONDREX185038,Tryblionella coarctata (Grunow) Mann,Bacillariophyceae
NEONDREX806001,Spirulina major Kützing,Myxophyceae
SKELETONEMASP,Skeletonema sp.,Bacillariophyceae
NEONDREX328006,Crucigenia truncata Smith,Chlorophyceae
NEONDREX441010,Microspora crassior (Hansgirg) Hazen,NA
NEONDREX335002,Crucigeniella apiculata (Lemmermann) Komárek,Chlorophyceae
NEONDREX10017,Aulacoseira granulata var. angustissima (Müller) Simonsen,Bacillariophyceae
NEONDREX130061,"Luticola hustedtii Levkov, Metzeltin & A. Pavlov",NA
NEONDREX70034,Thalassiosira sp.,Bacillariophyceae
NEONDREX913005,Symplocastrum sp.,Myxophyceae
NEONDREX48307,Nitzschia nana Grunow ex Van Heurck,Bacillariophyceae
NEONDREX64031,Stephanodiscus hantzschii f. tenuis (Hustedt) Håkansson et Stoermer,Bacillariophyceae
NEONDREX10059,Aulacoseira tenella (Nygaard) Simonsen,Bacillariophyceae
NEONDREX46002,Navicula angusta Grunow,Bacillariophyceae
NEONDREX48348,Nitzschia bita Hohn et Hellerman,Bacillariophyceae
NEONDREX31001,Entomoneis paludosa (Smith) Reimer,Bacillariophyceae
NEONDREX1720001,Dolichospermum sp.,NA
NEONDREX27012,Diatoma tenuis Agardh,Bacillariophyceae
NEONDREX32005,Epithemia argus (Ehrenberg) Kützing,Bacillariophyceae
NEONDREX557004,Tetrastrum glabrum (Roll) Ahlstrom et Tiffany,Chlorophyceae
PARLIBELLUSSP,Parlibellus sp.,Bacillariophyceae
NEONDREX44068,Melosira nummuloides (Dillwyn) Agardh,Bacillariophyceae
NEONDREX557003,Tetrastrum elegans Playfair,Chlorophyceae
NEONDREX103038,Pinnularia nobilis (Ehrenberg) Ehrenberg,Bacillariophyceae
NEONDREX110044,Encyonema elginense (Krammer) Mann,Bacillariophyceae
NEONDREX201001,Ctenophora pulchella (Ralfs ex Kützing) Williams et Round,Bacillariophyceae
NEONDREX46560,Navicula subrhynchocephala Hustedt,Bacillariophyceae
NEONDREX62109,Stauroneis acidoclinata Lange-Bertalot et Werum,Bacillariophyceae
NEONDREX37336,"Gomphonema incognitum Reichhardt, Jüttner et Cox",Bacillariophyceae
NEONDREX48381,Nitzschia filiformis var. conferta (Richter) Lange-Bertalot,Bacillariophyceae
NEONDREX130033,Luticola ventriconfusa Lange-Bertalot,Bacillariophyceae
NEONDREX66065,Synedra goulardi Brébisson ex Cleve and Grunow,Bacillariophyceae
NEONDREX467004,Pediastrum biradiatum Meyen,Chlorophyceae
NEONDREX467006,Pediastrum simplex (Meyen) Lemmermann,Chlorophyceae
NEONDREX328003,Crucigenia sp.,Chlorophyceae
BACILLARIASPP,Bacillaria spp.,Bacillariophyceae
NAVKRI,Navicula kriegeri Krasske,Bacillariophyceae
NEONDREX200001,Tabularia tabulata (Agardh) Snoeijs,Bacillariophyceae
NEONDREX20062,Cyclotella gamma Sovereign,Bacillariophyceae
NEONDREX54010,Pleurosigma sp.,Bacillariophyceae
NEONDREX92015,Nupela impexiformis (Lange-Bertalot) Lange-Bertalot,Bacillariophyceae
PLANKTOLYNGSPP,Planktolyngbya spp.,Myxophyceae
GOMSUB,Gomphonema submehleri Kociolek & Stoermer,Bacillariophyceae
NEONDREX66102,Synedra sp.,Bacillariophyceae
NITEXI,Nitzschia exilis Sovereign,Bacillariophyceae
NEONDREX48402,Nitzschia suchlandti Hustedt,Bacillariophyceae
NEONDREX64058,Stephanodiscus sp.,Bacillariophyceae
CYMBOPLEURASP,Cymbopleura sp.,Bacillariophyceae
NEONDREX2128,Achnanthes inflata (Kützing) Grunow,Bacillariophyceae
NEONDREX92007,Nupela wellneri (Lange-Bertalot) Lange-Bertalot,Bacillariophyceae
SPIKIN,"Spicaticribra kingstonii J.Johansen, P.Kociolek & R.Lowe",Bacillariophyceae
NEONDREX35014,Frustulia weinholdii Hustedt,Bacillariophyceae
NEONDREX1334004,Ceratium sp.,Dinophyceae
NEONDREX510085,Scenedesmus subspicatus Chodat,Chlorophyceae
NEONDREX77001,Anorthoneis excentrica (Donkin) Grunow,Bacillariophyceae
NEONDREX1044,Achnanthidium caledonicum (Lange-Bertalot) Lange Bertalot,Bacillariophyceae
NEONDREX110093,Encyonema vulgare Krammer,Bacillariophyceae
NEONDREX187002,Eucocconeis laevis (Østrup) Lange-Bertalot,Bacillariophyceae
NEONDREX37270,Gomphonema acutiusculum (Müller) Cleve-Euler,Bacillariophyceae
NEONDREX46750,Navicula cryptofallax Lange-Bertalot et Hofmann,Bacillariophyceae
NEONDREX130062,Luticola acidoclinata Lange-Bertalot et Metzeltin,NA
NEONDREX37070,Gomphonema apuncto Wallace,Bacillariophyceae
NEONDREX2508004,Platessa hustedtii (Krasske) Lange-Bertalot,Bacillariophyceae
NEONDREX46651,Navicula phyllepta Kützing,Bacillariophyceae
SELSAP,"Sellaphora saprotolerans Lange-Bertalot, G.Hofmann & Cantonati",Bacillariophyceae
NEONDREX446023,Monoraphidium komarkovae Nygaard,Chlorophyceae
OSCILLATORIASPP,Oscillatoria spp.,Myxophyceae
DESSPP1,Desmodesmus spp.,Chlorophyceae
NEONDREX155019,Planothidium apiculatum (Patrick) Lange-Bertalot,Bacillariophyceae
NEONDREX19000,Cyclostephanos dubius (Fricke) Round,Bacillariophyceae
NEONDREX47286,Delicata delicatula (Kützing) Krammer,NA
CHASUB,Characiopsis subulata (A.Braun) Borzì,Tribophyceae
NEONDREX510105,Scenedesmus opoliensis var. mononensis Chodat,Chlorophyceae
NEONDREX52018,Pinnularia brebissonii (Kützing) Rabenhorst,Bacillariophyceae
GONATOZYGONSP,Gonatozygon sp.,Chlorophyceae
NEONDREX510017,Scenedesmus brasiliensis Bohlin,Chlorophyceae
NEONDREX552000,Tetradesmus sp.,Chlorophyceae
CYASPP4,Cyanobium spp.,Myxophyceae
NEONDREX335004,Crucigeniella sp.,Chlorophyceae
NEONDREX564003,Treubaria sp.,Chlorophyceae
NEONDREX10039,Aulacoseira nygaardii (Camburn) Camburn et Charles,Bacillariophyceae
NEONDREX70001,Thalassiosira baltica (Grunow) Ostenfeld,Bacillariophyceae
CYMSUB,Cymbella subleptoceros Krammer,Bacillariophyceae
NEONDREX66005,Synedra famelica Kützing,NA
NEONDREX46391,Navicula sanctaecrucis Østrup,Bacillariophyceae
NEONDREX9098077,Halamphora latecostata Stepanek et Kociolek,Bacillariophyceae
CHLAMYDOMONASSPP,Chlamydomonas spp.,Chlorophyceae
COSMARIUMSPP,Cosmarium spp.,Chlorophyceae
KIRCHNERIELLASPP,Kirchneriella spp.,Chlorophyceae
NEONDREX553004,Tetraedron regulare Kützing,Chlorophyceae
NEONQUADRICUADA,Scenedesmus quadricuada,Chlorophyceae
TRACHELOMONASSPP,Trachelomonas spp.,Euglenophyceae
NEONDREX210013,"Geissleria punctifera (Hustedt) Metzeltin, Lange-Bertalot et García-Rodríguez",Bacillariophyceae
ANABAENOPSISSPP,Anabaenopsis spp.,Myxophyceae
ANKISTRODEGSPP,Ankistrodesmus spp.,Chlorophyceae
EUASTRUMSPP,Euastrum spp.,Chlorophyceae
GONFAL,Goniochloris fallax Fott,Eustigmatophyceae
NEONDREX1027,Achnanthidium kranzii (Lange-Bertalot) Round et Bukhtiyarova,Bacillariophyceae
NEONDREX189004,Rossithidium petersennii (Hustedt) Round et Bukhtiyarova,Bacillariophyceae
NEONDREX47006,Neidium alpinum Hustedt,Bacillariophyceae
NEONDREX189003,Rossithidium pusillum (Grunow) Round et Bukhtiyarova,Bacillariophyceae
NEONDREX110012,Encyonema perpusillum (Cleve-Euler) Mann,Bacillariophyceae
NEONDREX1059,"Achnanthidium kriegeri (Krasske) Hamilton, Antoniades et Siver",Bacillariophyceae
NEONDREX189006,Rossithidium nodosum (A. Cleve) Aboal,Bacillariophyceae
NEONDREX48416,Nitzschia homburgiensis Lange-Bertalot,Bacillariophyceae
NEONDREX212009,Chamaepinnularia gandrupii (Petersen) Lange-Bertalot et Krammer,Bacillariophyceae
NEONDREX37152,Gomphonema sarcophagus Gregory,Bacillariophyceae
NEONDREX186003,Psammothidium helveticum (Hustedt) Bukhtiyarova et Round,Bacillariophyceae
NEONDREX33053,Eunotia septentrionalis Østrup,Bacillariophyceae
NEONDREX33184,Eunotia muscicola Krasske,Bacillariophyceae
NEONDREX52051,Pinnularia rupestris Hantzsch,Bacillariophyceae
NEONDREX39003,Hannaea arcus f. recta Cleve,Bacillariophyceae
NEONDREX46858,Navicula microcari Lange-Bertalot,Bacillariophyceae
NEONDREX110034,Encyonema angustecapitatum Krammer,Bacillariophyceae
NEONDREX190016,Cymbopleura lapponica (Grunow ex Cleve) Krammer,Bacillariophyceae
NEONDREX212008,Chamaepinnularia soehrensis var. muscicola (Petersen) Lange-Bertalot et Krammer,Bacillariophyceae
NEONDREX33045,Eunotia praerupta Ehrenberg,Bacillariophyceae
NEONDREX52156,Pinnularia ignobilis (Krasske) Cleve-Euler,Bacillariophyceae
NEONDREX33018,Eunotia fallax Cleve-Euler,Bacillariophyceae
NEONDREX25002,Denticula tenuis Kützing,Bacillariophyceae
NEONDREX12094,Caloneis fusus Hamilton et Antoniades,Bacillariophyceae
NEONDREX18015,Brachysira zellensis (Grunow) Round et Mann,Bacillariophyceae
NEONDREX195001,Cavinula cocconeiformis (Gregory ex Greville) Mann et Stickle,Bacillariophyceae
NEONDREX23266,Cymbella krammeri Bahls,NA
NEONDREX33001,Eunotia arcus Ehrenberg,Bacillariophyceae
NEONDREX33064,Eunotia valida Hustedt,Bacillariophyceae
NEONDREX33296,Eunotia praerupta var. curta Grunow,Bacillariophyceae
NEONDREX33427,Eunotia paralleladubia Lange-Bertalot et S. Mayama,Bacillariophyceae
NEONDREX33465,Eunotia ursamaioris Lange-Bertalot & Nörpel-Schempp,Bacillariophyceae
NEONDREX44248,Encyonema obscurum (Krasske) Mann,Bacillariophyceae
NEONDREX46502,Navicula pseudosilicula Hustedt,Bacillariophyceae
NEONDREX47197,Cymbopleura fluminea (Patrick et Freese) Lange-Bertalot et Krammer,Bacillariophyceae
NEONDREX52184,Pinnularia subrostrata (Cleve) Cleve-Euler,Bacillariophyceae
NEONDREX92045,"Nupela devilensis Hamilton, Siver & Antoniades",Bacillariophyceae
NEONDREX110049,Encyonema paucistriatum (Cleve-Euler) Mann,Bacillariophyceae
NEONDREX110017,Encyonema latens (Krasske) Mann,Bacillariophyceae
NEONDREX103171,Pinnularia viridiformis Krammer,Bacillariophyceae
NEONDREX103172,Pinnularia crucifera Cleve-Euler,Bacillariophyceae
NEONDREX1236,Pinnularia sinistra Krammer,Bacillariophyceae
NEONDREX190006,Cymbopleura stauroneiformis (Lagerstedt) Krammer,Bacillariophyceae
NEONDREX199008,Kobayasiella parasubtilissima (Kobayasi et Nagumo) Lange-Bertalot,Bacillariophyceae
NEONDREX20019,Cyclotella rossii Håkansson,Bacillariophyceae
NEONDREX249001,Navicula trophicatrix Lange-Bertalot,Bacillariophyceae
NEONDREX33466,Eunotia botuliformis Nörpel-Schempp et Lange-Bertalot,Bacillariophyceae
NEONDREX37306,Gomphonema distans (Cleve-Euler) Lange-Bertalot et Reichardt,Bacillariophyceae
NEONDREX37517,Gomphonema calcifugum Lange-Bertalot et Reichardt,Bacillariophyceae
NEONDREX44421,Pinnularia ivaloensis Krammer,Bacillariophyceae
NEONDREX62078,Stauroneis subgracilis Lange-Bertalot et Krammer,Bacillariophyceae
NEONDREX8998003,Neidiopsis sp.,Bacillariophyceae
NEONDREX46150,Navicula vulpina Kützing,Bacillariophyceae
NEONDREX103173,Pinnularia anglica Krammer,Bacillariophyceae
NEONDREX37125,Gomphonema angustum Agardh,Bacillariophyceae
NEONDREX16019,Cocconeis neodiminuta Krammer,Bacillariophyceae
NEONDREX34082,Fragilaria vaucheriae var. capitellata (Grunow) Ross,Bacillariophyceae
NEONDREX34244,Fragilaria recapitellata Lange-Bertalot et Metzeltin,Bacillariophyceae
NEONDREX155007,Planothidium chilense (Hustedt) Lange-Bertalot,Bacillariophyceae
NEONDREX1028,"Achnanthidium semiapertum (Guermeur) Andresen, Stoermer et Kreis",Bacillariophyceae
NEONDREX189002,Rossithidium linearis (Smith) Round et Bukhtiyarova,Bacillariophyceae
NEONDREX210009,Geissleria schoenfeldii (Hustedt) Lange-Bertalot et Metzeltin,Bacillariophyceae
NEONDREX194026,Placoneis subplacentula (Hustedt) Cox,Bacillariophyceae
NEONDREX67013,Tabellaria ventricosa Kützing,Bacillariophyceae
NEONDREX34118,Fragilaria gracillima Mayer,Bacillariophyceae
NEONDREX35018,Frustulia rhomboides f. undulata Hustedt,Bacillariophyceae
NEONDREX175006,Staurosirella pinnata var. intercedens (Grunow) Hamilton,Bacillariophyceae
NEONDREX52033,Pinnularia intermedia (Lagerstedt) Cleve,Bacillariophyceae
NEONDREX69001,Thalassionema nitzschioides (Grunow) Van Heurck,Bacillariophyceae
NEONDREX110015,Encyonema tenuissimum (Hustedt) Mann,Bacillariophyceae
NEONDREX37030,Gomphonema intricatum Kützing,Bacillariophyceae
NEONDREX186038,Psammothidium daonense Lange-Bertalot emended Lange Bertalot,Bacillariophyceae
NEONDREX92037,Nupela elegantula Potapova,Bacillariophyceae
PSAMMOTHIDIUMSPP,Psammothidium spp.,Bacillariophyceae
EUNMON,Eunotia monnieri Lange-Bertalot & Tagliaventi,Bacillariophyceae
GOMMIC,Gomphonema micropus var. aequale (Gregory) E. Reichardt,Bacillariophyceae
NEONDREX93181,Navicula pseudotenelloides Krasske,Bacillariophyceae
PINBUL,Pinnularia bullacostae Krammer & Lange-Bertalot,Bacillariophyceae
PINDIV,Pinnularia divergentissima var. minor Krammer,Bacillariophyceae
NEONDREX52250,Pinnularia perirrorata Krammer,Bacillariophyceae
NEONDREX210023,Geissleria sp.,Bacillariophyceae
NEONDREX203014,Encyonopsis descripta (Hustedt) Krammer,Bacillariophyceae
NEONDREX37013,Gomphonema tergestinum (Grunow) Fricke,Bacillariophyceae
MERANC,Meridion anceps (Ehrenberg) D.M.Williams,Bacillariophyceae
NEONDREX44599,Cymbopleura anglica (Lagerstedt) Krammer,NA
NEONDREX203034,Encyonopsis cesatiformis Krammer,NA
NEONDREX33043,Eunotia perpusilla Grunow,Bacillariophyceae
NEONDREX81001,Didymosphenia geminata (Lyngbye) Schmidt,Bacillariophyceae
NEONDREX10065,Aulacoseira nivalis (W. Smith) English et Potapova,Bacillariophyceae
NEONDREX110009,Encyonema lunatum (Smith) Van Heurck,Bacillariophyceae
NEONDREX209004,Gomphosphenia tackei (Hustedt) Lange-Bertalot,Bacillariophyceae
NEONDREX316035,Closterium jenneri Ralfs,Chlorophyceae
NEONDREX33409,Eunotia meisterioides Lange-Bertalot,Bacillariophyceae
NEONDREX63008,Stenopterobia curvula (Smith) Krammer,Bacillariophyceae
NEONDREX852002,Homoeothrix juliana (Meneghini) Kirchner,Myxophyceae
PLAOBL,"Platessa oblongella (Østrup) C.E.Wetzel, Lange-Bertalot & Ector",Bacillariophyceae
NEONDREX46662,Navicula elginensis var. cuneata Kobayasi,Bacillariophyceae
NEONDREX186022,Psammothidium rechtensis (Leclercq) Lange-Bertalot,Bacillariophyceae
NEONDREX195008,Cavinula lapidosa (Krasske) Lange-Bertalot,Bacillariophyceae
NEONDREX12022,Caloneis undulata (Gregory) Krammer,Bacillariophyceae
NEONDREX12050,Caloneis pulchra Messikommer,Bacillariophyceae
NEONDREX37080,Gomphonema rhombicum Fricke,Bacillariophyceae
NEONDREX71006,Tetracyclus glans (Ehrenberg) Mills,Bacillariophyceae
NEONDREX33031,Eunotia meisteri Hustedt,Bacillariophyceae
NEONDREX33052,Eunotia rostellata Hustedt,Bacillariophyceae
NEONDREX10031,Aulacoseira muzzanensis (Meister) Krammer,Bacillariophyceae
NEONDREX2027,Achnanthes lutheri Hustedt,Bacillariophyceae
NEONDREX130030,Luticola heufleriana (Grunow) Mann,Bacillariophyceae
NEONDREX33216,Eunotia bilunaris var. linearis (Okuno) Lange-Bertalot et Nörpel,Bacillariophyceae
NEONDREX92018,Nupela vitiosa (Schimanski) Siver et Hamilton,Bacillariophyceae
NEONDREX316014,Closterium leibleinii Kützing,Chlorophyceae
NEONDREX195002,Cavinula jaernefeltii (Hustedt) Mann et Stickle,Bacillariophyceae
NEONDREX221001,Hygropetra balfouriana (Grunow ex Cleve) Krammer et Lange-Bertalot,Bacillariophyceae
NEONDREX66026,Synedra ulna var. danica (Kützing) Grunow,Bacillariophyceae
NEONDREX195003,Cavinula pseudoscutiformis (Hustedt) Mann et Stickle,Bacillariophyceae
NEONDREX52062,Pinnularia subcapitata var. paucistriata (Grunow) Cleve,Bacillariophyceae
NEONDREX186009,Psammothidium ventralis (Krasske) Bukhtiyarova et Round,Bacillariophyceae
NEONDREX33030,Eunotia maior (Smith) Rabenhorst,Bacillariophyceae
NEONDREX46808,Navicula medioconvexa Hustedt,Bacillariophyceae
NEONDREX10009,Aulacoseira distans (Ehrenberg) Simonsen,Bacillariophyceae
NEONDREX6006,Amphipleura sp.,Bacillariophyceae
NEONDREX30018,Diploneis pseudovalis Hustedt,Bacillariophyceae
NEONDREX854001,Hydrococcus rivularis Kützing,Myxophyceae
NEONDREX50007,Opephora olsenii Møller,Bacillariophyceae
NEONDREX110008,Encyonema gaeumannii (Meister) Krammer,Bacillariophyceae
KRAKRI,Krasskella kriegerana (Krasske) R.Ross & P.A.Sims,Bacillariophyceae
NEONDREX2508010,Platessa stewartii (Patrick) Potapova,Bacillariophyceae
NEONDREX92040,Nupela subrostrata (Hustedt) Potapova,Bacillariophyceae
NEONDREX93175,Navicula goersii Bahls,Bacillariophyceae
FRUSTULIASPP,Frustulia spp.,Bacillariophyceae
NEONDREX130003,Luticola ventricosa (Kützing) Mann,Bacillariophyceae
NEONDREX48411,Nitzschia diversa Hustedt,Bacillariophyceae
NEONDREX804001,Scytonema sp.,Myxophyceae
NEONDREX185001,Tryblionella gracilis Smith,Bacillariophyceae
NEONDREX192002,Fragilariforma constricta (Ehrenberg) Williams et Round,Bacillariophyceae
NEONDREX125008,Karayevia ploenensis (Hustedt) Bukhtiyarova,Bacillariophyceae
NEONDREX110023,Encyonema pergracile Krammer,Bacillariophyceae
NEONDREX37337,Gomphonema bipunctatum Krasske,Bacillariophyceae
BORHUS,"Boreozonacola hustedtii Lange-Bertalot, Kulikovskiy & Witkowski",Bacillariophyceae
NUPPOT,Nupela potapovae Bahls,Bacillariophyceae
NEONDREX328000,Crucigenia quadrata Morren,Chlorophyceae
NEONDREX528000,Sphaerocystis schroeteri Chodat,Chlorophyceae
NEONDREX379025,Euastrum oblongum (Greville) Ralfs,Chlorophyceae
NEONDREX481002,Pleurotaenium ehrenbergii (Brébisson) deBary,Chlorophyceae
NEONDREX335005,Crucigeniella irregularis (Wille) Tsarenko et John,Chlorophyceae
NEONDREX1457000,Peridinium cinctum (Möller) Ehrenberg,Dinophyceae
NEONDREX256003,Actinotaenium cruciferum (deBary) Teiling,Chlorophyceae
NEONDREX33033,Eunotia microcephala Krasske,Bacillariophyceae
NEONDREX110035,Encyonema hebridicum Grunow ex Cleve,Bacillariophyceae
NEONDREX256005,Actinotaenium wollei (W. West et G.S. West) Teiling,Chlorophyceae
NEONDREX316001,Closterium venus Kützing,Chlorophyceae
NEONDREX316002,Closterium acerosum (Schrank) Ehrenberg,Chlorophyceae
NEONDREX316038,Closterium libellula f. minus (Heimerl) Beck-Mannagetta,Chlorophyceae
NEONDREX327009,Cosmarium trilobulatum Reinsch,Chlorophyceae
NEONDREX327020,Cosmarium subtumidum Nordstedt ex Wittrock et Nordstedt,Chlorophyceae
NEONDREX327073,Cosmarium phaseolus Brébisson,Chlorophyceae
NEONDREX327144,Cosmarium sublateriundatum W. West et G.S. West,Chlorophyceae
NEONDREX327211,Cosmarium isthmium W. West,Chlorophyceae
NEONDREX379009,Euastrum dubium Nägeli,Chlorophyceae
NEONDREX379019,Euastrum verrucosum Ehrenberg ex Ralfs,Chlorophyceae
NEONDREX400003,Gonatozygon kinahani (Archer) Rabenhorst,Chlorophyceae
NEONDREX418003,Hyalotheca mucosa (Mertens) Ehrenberg ex Ralfs,Chlorophyceae
NEONDREX536002,Spondylosium pulchrum (Bailey) Archer,Chlorophyceae
NEONDREX538069,Staurastrum lapponicum (Schmidle) Grönblad,Chlorophyceae
NEONDREX538123,Staurastrum anatinum var. truncatum W. West,Chlorophyceae
NEONDREX63016,Stenopterobia sp.,Bacillariophyceae
NEONDREX890047,Phormidium granulatum (Gardner) Anagnostidis,Myxophyceae
NEONDREX316041,Closterium nilssonii Borge,Chlorophyceae
NEONDREX316090,Closterium abruptum W. West,Chlorophyceae
NEONDREX379024,Euastrum divaricatum Lundell,Chlorophyceae
NEONDREX380000,Eudorina elegans Ehrenberg,Chlorophyceae
NEONDREX190015,Cymbopleura hybrida (Grunow) Krammer,Bacillariophyceae
NEONDREX327071,Cosmarium meneghini Brébisson ex Ralfs,Chlorophyceae
NEONDREX536001,Spondylosium planum (Wolle) W. West et G.S. West,Chlorophyceae
NEONDREX538019,Staurastrum tetracerum Ralfs,Chlorophyceae
NEONDREX389005,Gloeocystis ampla (Kützing) Rabenhorst,Chlorophyceae
NEONDREX400005,Gonatozygon aculeatum Hastings,Chlorophyceae
NEONDREX470001,Penium margaritaceum (Ehrenberg) Brébisson ex Ralfs,Chlorophyceae
NEONDREX1457007,Peridinium wisconsinense Eddy,Dinophyceae
NEONDREX279000,Botryococcus braunii Kützing,Chlorophyceae
NEONDREX500004,Quadrigula closterioides (Bohlin) Printz,Chlorophyceae
NEONDREX846002,Gomphosphaeria sp.,Myxophyceae
NEONDREX932001,Komvophoron schmidlei (Jaag) Anagnostidis et Komárek,Myxophyceae
NEONDREX341000,Desmidium swartzii (C.A. Agardh) C.A. Agardh ex Ralfs,Chlorophyceae
NEONDREX46078,Navicula submuralis Hustedt,Bacillariophyceae
NEONDREX46514,Navicula arvensis f. major Manguin,Bacillariophyceae
NEONDREX580005,Xanthidium antilopaeum var. polymazum Nordstedt,Chlorophyceae
NEONDREX316017,Closterium setaceum Ehrenberg,Chlorophyceae
NEONDREX350001,Dictyosphaerium pulchellum Wood,Chlorophyceae
NEONDREX460003,Onychonema laeve Nordstedt,Chlorophyceae
NEONDREX438009,Micrasterias radiata Hassall,Chlorophyceae
